x,cdf(x),ccdf(x)
37.375,0.9995884714315492231045874426024645401024171078566406629306189180537849645431610408594494727675717521928539532480399596218745227628059805938076565435248,4.1152856845077689541255739753545989758289214335933706938108194621503545683895914055052723242824780714604675196004037812547723719401940619234345647522e-4
37.4375,0.999589501530752505054372077225231371606943587192981506883487088340877072001218222812770480526748451891808797680321077046309581692069752056075468013029,4.104984692474949456279227747686283930564128070184931165129116591229279987817771872295194732515481081912023196789229536904183079302479439245319869710004e-4
37.5,0.9995905273397365276821106952636306704001406451532113690805824790739998326869483486558589321309727309845114314949297357377739556082088905808147945445417,4.094726602634723178893047363693295998593548467886309194175209260001673130516513441410678690272690154885685050702642622260443917911094191852054554582813e-4
37.5625,0.9995915488834748764449756257050691433740793942446077560757992799205772661933951971313066698579079424501872697632324556003786585965151025012003722307812,4.084511165251235550243742949308566259206057553922439242007200794227338066048028686933301420920575498127302367675443996213414034848974987996277692188162e-4
37.625,0.9995925661867545417867867039112018646267329273172973187892707442687307030752600188760373133601774182346087092231154580501746854272473024654056626964076,4.074338132454582132132960887981353732670726827026812107292557312692969247399811239626866398225817653912907768845419498253145727526975345943373035924035e-4
37.6875,0.9995935792741776202892315040394732397282843046980084840288401137962393472498589120167465675988210631871659502380104136737963148931892740106231451357372,4.064207258223797107684959605267602717156953019915159711598862037606527501410879832534324011789368128340497619895863262036851068107259893768548642627753e-4
37.75,0.9995945881701629975248008891926501826766654168392870564034777473733989212398252041990134274413042172778684651835579092731311968936574611781279552337103,4.054118298370024751991108073498173233345831607129435965222526266010787601747958009865725586957827221315348164420907268688031063425388218720447662897479e-4
37.8125,0.9995955928989480128381651773252996556144719854896274055340388303127673877779943938649643087026473640932683580437730552237336525850271468677004494384617,4.044071010519871618348226747003443855280145103725944659611696872326122220056061350356912973526359067316419562269447762663474149728531322995505615382872e-4
37.875,0.9995965934845901062795377238541870695882101808573210393029352660519017841546372740485340031635233040258138024964551426006101984423298633559040036908469,4.034065154098937204622761458129304117898191426789606970647339480982158453627259514659968364766959741861975035448573993898015576701366440959963091531048e-4
37.9375,0.9995975899509684479104439439360089116302339536962506004552542804737540221748965532937060040282634411223675619823879599778088899326449182454583793714082,4.024100490315520895560560639910883697660463037493995447457195262459778251034467062939959717365588776324380176120400221911100673550817545416206285918216e-4
38,0.9995985823217855496992338803359470027844580954974943991666700960791762543168247524514561331170230730391278750398743951405587872948188832436435500787363,4.014176782144503007661196640529972155419045025056008333299039208237456831752475485438668829769269608721249601256048594412127051811167563564499212637423e-4
38.0625,0.9995995706205688602206445247548852341993199537887573499206375650263889658311744839816972349256623283669412104269692929190880871272154756979507769323167,4.004293794311397793554752451147658006800462112426500793624349736110341688255160183027650743376716330587895730307070809119128727845243020492230676833293e-4
38.125,0.9996005548706723423707333953161518097891189331382111737598554982304436174308058564819298925498301962840842722193626126485237688827416940294576092693672,3.994451293276576292666046838481902108810668617888262401445017695563825691941435180701074501698037159157277806373873514762311172583059705423907306328392e-4
38.1875,0.9996015350952780343055665500781304605925330423288439127705563493460483249875027702497907252049780804660453547283686985740206956183596221908599171207308,3.984649047219656944334499218695394074669576711560872294436506539516750124972297502092747950219195339546452716313014259793043816403778091400828792692351e-4
38.25,0.9996025113173975938091514806030157095449209572993877805755519991115602518661616536005636473341892733455366482777330164177043046715268956819481037146224,3.974886826024061908485193969842904550790427006122194244480008884397481338383463994363526658107266544633517222669835822956953284731043180518962853776116e-4
38.3125,0.9996034835598738262932574003523507387239113455942572740549223590880294113546989033931560362937342383165411921012710190734029497936276945114511270158755,3.965164401261737067425996476492612760886544057427259450776409119705886453010966068439637062657616834588078987289809265970502063723054885488729841245377e-4
38.375,0.9996044518453821966289615541833509208508909966664377764701890598377811137545710452290273819632291656356767561253951980311284567404678974391014890919043,3.955481546178033710384458166490791491090033335622235298109401622188862454289547709726180367708343643232438746048019688715432595321025608985109080956763e-4
38.4375,0.9996054161964323250069995759847957984940971338859407959098209548007346720103003029181613862472815895160800705451491634986717020997507638249774697635162,3.945838035676749930004240152042015059028661140592040901790451992653279896996970818386137527184104839199294548508365013282979002492361750225302364838204e-4
38.5,0.9996063766353694670212798740374821137210684133185934356451479684098286172530489356274719484764503473109244718784860423368415962334105201750344976718479,3.936233646305329787201259625178862789315866814065643548520315901713827469510643725280515235496526890755281215139576631584037665894798249655023281520901e-4
38.5625,0.9996073331843759781672458042695882852341861249658557471545248377046700142290004989202385342471634661371943011576959736454879621594178594738077033737263,3.926668156240218327541957304117147658138750341442528454751622953299857709995010797614657528365338628056988423040263545120378405821405261922966262736897e-4
